ServiceEpisodeID,ClientID,Created At,Service Type,Service Subtype,Originating Organization,Address 1 County,Address 1 State,Address 1 Postal Code,Gender,Age
3266,905,6/8/2022 16:28,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Clark County,IN,47129,Female,32
3271,562,6/21/2022 17:37,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Clark County,IN,47130,Male,22
3277,281,6/7/2022 12:52,Housing & Shelter,Moving Assistance,Organization 404,Clark County,IN,47129,Male,57
3292,32,6/24/2022 14:57,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Clark County,IN,47172,Male,59
3303,63,6/30/2022 16:24,Housing & Shelter,Housing Mediation & Eviction Prevention,Organization 404,Floyd County,IN,47150,Female,39
3318,254,6/28/2022 17:33,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Floyd County,IN,47150,Female,32
3329,426,6/21/2022 15:55,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Floyd County,IN,47150,Female,27
3361,615,6/17/2022 19:20,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Clark County,IN,47130,Female,29
3364,111,6/30/2022 13:44,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Floyd County,IN,47150,Female,45
3371,426,6/21/2022 15:55,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Floyd County,IN,47150,Female,27
3380,938,6/7/2022 18:22,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Clark County,IN,47130,Female,64
3384,462,6/23/2022 18:07,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Clark County,IN,47163,Female,55
3386,683,6/15/2022 20:41,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Floyd County,IN,47150,Female,24
3401,436,6/24/2022 12:38,Housing & Shelter,Housing Mediation & Eviction Prevention,Organization 404,Clark County,IN,47130,Female,35
3437,726,6/14/2022 21:14,Housing & Shelter,Permanent Housing,Organization 404,Clark County,IN,47130,Female,36
3456,111,6/13/2022 14:28,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Floyd County,IN,47150,Female,45
3461,763,6/14/2022 12:39,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Floyd County,IN,47119,Female,48
3468,723,6/15/2022 12:44,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Clark County,IN,47130,Male,42
3469,786,6/13/2022 19:14,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Floyd County,IN,47150,Female,25
3476,732,6/14/2022 15:45,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Harrison County,IN,47164,Female,24
3482,97,6/30/2022 14:29,Employment,Job Search/Placement,Organization 404,Clark County,IN,47130,Male,27
3502,321,6/21/2022 16:44,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Floyd County,IN,47150,Female,32
3504,245,6/13/2022 12:21,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Floyd County,IN,47150,Female,41
3520,244,6/28/2022 19:26,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Floyd County,IN,47150,Female,0
3544,942,6/7/2022 16:16,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Floyd County,IN,47150,Female,49
3544,942,6/7/2022 16:16,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Floyd County,IN,47150,Female,49
3544,942,6/7/2022 15:22,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Floyd County,IN,47150,Female,49
3568,745,6/6/2022 14:18,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Clark County,IN,47129,Female,48
3589,985,6/2/2022 19:01,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Clark County,IN,47130,Male,40
3589,985,6/2/2022 19:01,,,Organization 404,Clark County,IN,47130,Male,40
3591,283,6/24/2022 20:57,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Floyd County,IN,47150,Female,36
3624,930,6/8/2022 12:54,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Floyd County,IN,47150,Male,30
3625,257,6/21/2022 13:09,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Clark County,IN,47130,Female,53
3654,734,6/13/2022 17:20,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Clark County,IN,47111,Male,35
3661,317,6/1/2022 18:11,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Harrison County,IN,47112,Female,19
3682,83,6/16/2022 13:08,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 404,Clark County,IN,47130,Non-Binary,30
1674,344,6/27/2022 18:08,Housing & Shelter,Emergency Housing,Organization 404,Jefferson County,KY,40203,Female,42
1759,344,6/27/2022 17:53,Housing & Shelter,Permanent Housing,Organization 404,Jefferson County,KY,40203,Female,42
2276,519,6/3/2022 14:06,Housing & Shelter,Emergency Housing,Organization 404,Jefferson County,KY,40208,Male,58
2276,519,6/3/2022 14:06,Housing & Shelter,Emergency Housing,Organization 404,Jefferson County,KY,40208,Male,58
2618,126,6/27/2022 17:52,Utilities,Utility Bill Payment Assistance,Organization 404,Jefferson County,KY,40208,Female,32
2618,126,6/27/2022 17:52,,,Organization 404,Jefferson County,KY,40208,Female,32
3018,126,6/27/2022 17:52,Utilities,Utility Bill Payment Assistance,Organization 404,Jefferson County,KY,40208,Female,32
3018,126,6/27/2022 17:52,,,Organization 404,Jefferson County,KY,40208,Female,32
3126,126,6/27/2022 17:52,Utilities,Utility Bill Payment Assistance,Organization 404,Jefferson County,KY,40208,Female,32
3126,126,6/27/2022 16:15,,,Organization 404,Jefferson County,KY,40208,Female,32
3171,519,6/7/2022 14:07,Housing & Shelter,Emergency Housing,Organization 404,Jefferson County,KY,40208,Male,58
3171,519,6/7/2022 14:07,Housing & Shelter,Emergency Housing,Organization 404,Jefferson County,KY,40208,Male,58
3233,956,6/7/2022 14:10,Housing & Shelter,Emergency Housing,Organization 404,Jefferson County,KY,40204,Male,11
3233,956,6/7/2022 14:10,Housing & Shelter,Emergency Housing,Organization 404,Jefferson County,KY,40204,Male,11
3233,956,6/1/2022 12:42,Housing & Shelter,Emergency Housing,Organization 404,Jefferson County,KY,40204,Male,11
3338,956,6/1/2022 12:42,Housing & Shelter,Emergency Housing,Organization 404,Jefferson County,KY,40204,Male,11
3338,956,6/1/2022 12:42,,,Organization 404,Jefferson County,KY,40204,Male,11
3486,125,6/30/2022 12:11,Income Support,Emergency/One-time Financial Assistance,Organization 404,Jefferson County,KY,40203,Male,50
3486,125,6/30/2022 12:11,Income Support,Emergency/One-time Financial Assistance,Organization 404,Jefferson County,KY,40203,Male,50
3486,125,6/17/2022 16:21,Income Support,Emergency/One-time Financial Assistance,Organization 404,Jefferson County,KY,40203,Male,50
3486,125,6/16/2022 14:44,,,Organization 404,Jefferson County,KY,40203,Male,50
2390,577,6/21/2022 14:47,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 406,Floyd County,IN,47150,Male,36
2417,268,6/28/2022 16:09,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 406,Floyd County,IN,47150,Male,27
2440,321,6/21/2022 14:52,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 406,Floyd County,IN,47150,Female,32
2504,57,6/15/2022 14:41,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 406,Floyd County,IN,47150,Female,33
2560,834,6/10/2022 16:14,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 406,Floyd County,IN,47150,Female,29
2638,245,6/28/2022 19:02,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 406,Floyd County,IN,47150,Female,41
2774,930,6/8/2022 12:51,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 406,Floyd County,IN,47150,Male,30
2868,826,6/10/2022 16:33,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 406,Floyd County,IN,47150,Female,37
2903,942,6/6/2022 17:56,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 406,Floyd County,IN,47150,Female,49
3047,907,6/8/2022 16:16,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 406,Floyd County,IN,47150,Male,58
3093,949,6/7/2022 15:44,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 406,Floyd County,IN,47150,Male,56
3151,690,6/14/2022 18:37,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 406,Floyd County,IN,47150,Male,46
3264,428,6/17/2022 12:43,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 406,Floyd County,IN,47150,Female,20
3371,426,6/21/2022 15:58,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 406,Floyd County,IN,47150,Female,27
3380,938,6/7/2022 15:41,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 406,Clark County,IN,47130,Female,64
3461,763,6/14/2022 12:11,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 406,Floyd County,IN,47119,Female,48
3591,283,6/28/2022 14:33,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 406,Floyd County,IN,47150,Female,36
1681,973,5/19/2022 16:17,Mental/Behavioral Health,Youth Mental Health Services,Organization 418,,IN,47129,Male,17
3435,354,5/23/2022 14:56,,,Organization 421,,,,Male,0
1508,357,2/22/2022 15:05,,,Organization 422,Floyd County,IN,47150,Female,36
1633,314,6/28/2022 12:02,Mental/Behavioral Health,Individual Counseling,Organization 424,Jackson County,IN,47274,Female,34
1633,314,6/27/2022 18:13,Mental/Behavioral Health,Individual Counseling,Organization 424,Jackson County,IN,47274,Female,34
1633,314,6/6/2022 12:04,Mental/Behavioral Health,Individual Counseling,Organization 424,Jackson County,IN,47274,Female,34
1633,314,6/6/2022 11:56,Individual & Family Support,Life Skills Training & Support,Organization 424,Jackson County,IN,47274,Female,34
1690,132,6/29/2022 20:04,Individual & Family Support,Parenting Education,Organization 424,Floyd County,IN,47150,Female,0
1776,32,6/24/2022 14:41,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 424,Clark County,IN,47172,Male,59
1785,594,6/3/2022 14:35,Substance Use,Substance Use Treatment,Organization 424,Harrison County,IN,47161,Male,55
1785,594,6/3/2022 13:14,Substance Use,Substance Use Treatment,Organization 424,Harrison County,IN,47161,Male,55
1791,32,6/24/2022 14:41,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 424,Clark County,IN,47172,Male,59
1791,32,6/24/2022 14:41,,,Organization 424,Clark County,IN,47172,Male,59
1793,820,6/12/2022 16:03,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 424,,,,,
1812,32,6/24/2022 14:41,Income Support,Emergency/One-time Financial Assistance,Organization 424,Clark County,IN,47172,Male,59
1812,32,6/24/2022 14:41,,,Organization 424,Clark County,IN,47172,Male,59
1835,632,6/13/2022 13:46,Food Assistance,Emergency Food,Organization 424,Clark County,IN,47130,Female,8
1835,632,6/13/2022 13:46,,,Organization 424,Clark County,IN,47130,Female,8
1845,341,6/16/2022 20:07,Utilities,Utility Bill Payment Assistance,Organization 424,Clark County,IN,47130,Male,17
1956,341,6/16/2022 20:07,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 424,Clark County,IN,47130,Male,17
1956,341,6/16/2022 20:07,,,Organization 424,Clark County,IN,47130,Male,17
2032,821,6/10/2022 20:37,Housing & Shelter,Permanent Housing,Organization 424,,,,,
2106,32,6/24/2022 14:41,Food Assistance,Emergency Food,Organization 424,Clark County,IN,47172,Male,59
2183,616,6/17/2022 18:18,Individual & Family Support,Environmental Modifications/Accessibility,Organization 424,,,,,
2238,306,6/28/2022 12:47,Substance Use,Substance Use Counseling,Organization 424,Harrison County,IN,47117,Female,35
2238,306,6/27/2022 18:11,Substance Use,Substance Use Counseling,Organization 424,Harrison County,IN,47117,Female,35
2238,306,6/3/2022 16:52,Substance Use,Substance Use Counseling,Organization 424,Harrison County,IN,47117,Female,35
2238,306,6/3/2022 13:52,Substance Use,Substance Use Counseling,Organization 424,Harrison County,IN,47117,Female,35
2323,784,6/13/2022 20:39,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 424,,,,,
2371,590,6/21/2022 12:35,Housing & Shelter,Transitional Housing,Organization 424,,,,,
2468,720,6/10/2022 14:19,Individual & Family Support,Caregiving Services,Organization 424,Harrison County,IN,47112,Female,70
2468,720,6/10/2022 14:19,,,Organization 424,Harrison County,IN,47112,Female,70
2468,720,6/10/2022 13:50,,,Organization 424,Harrison County,IN,47112,Female,70
2468,720,6/10/2022 12:00,,,Organization 424,Harrison County,IN,47112,Female,70
2494,341,6/16/2022 20:07,Utilities,Home Energy/Utilities Benefits,Organization 424,Clark County,IN,47130,Male,17
2494,341,6/16/2022 20:07,,,Organization 424,Clark County,IN,47130,Male,17
2517,517,6/22/2022 18:42,Housing & Shelter,Transitional Housing,Organization 424,,,,,
2531,821,6/10/2022 20:37,Housing & Shelter,Housing Applications/Recertification,Organization 424,,,,,
2539,820,6/12/2022 16:03,Employment,Career Skills Development,Organization 424,,,,,
2614,590,6/21/2022 12:35,Benefits Navigation,Health Insurance/Benefits,Organization 424,,,,,
2738,632,6/13/2022 13:46,Food Assistance,Emergency Food,Organization 424,Clark County,IN,47130,Female,8
2738,632,6/13/2022 13:46,,,Organization 424,Clark County,IN,47130,Female,8
2749,369,6/27/2022 14:46,Food Assistance,Emergency Food,Organization 424,Floyd County,IN,47150,Female,47
2778,590,6/21/2022 12:35,Housing & Shelter,Housing Applications/Recertification,Organization 424,,,,,
2840,720,6/10/2022 14:19,Individual & Family Support,Caregiving Services,Organization 424,Harrison County,IN,47112,Female,70
2840,720,6/10/2022 14:19,,,Organization 424,Harrison County,IN,47112,Female,70
2871,821,6/10/2022 20:37,Individual & Family Support,Social Service Case Management,Organization 424,,,,,
2986,590,6/21/2022 12:35,Benefits Navigation,Health Insurance/Benefits,Organization 424,,,,,
2988,820,6/12/2022 16:03,Education,Degrees/Certifications,Organization 424,,,,,
3007,32,6/24/2022 14:41,,,Organization 424,Clark County,IN,47172,Male,59
3088,784,6/13/2022 20:27,Education,Early Childhood Education,Organization 424,,,,,
3102,821,6/10/2022 20:37,Housing & Shelter,Permanent Housing,Organization 424,,,,,
3292,32,6/24/2022 14:41,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 424,Clark County,IN,47172,Male,59
3380,938,6/3/2022 14:57,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 424,Clark County,IN,47130,Female,64
3380,938,6/3/2022 13:21,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 424,Clark County,IN,47130,Female,64
3390,594,6/21/2022 11:08,Substance Use,Substance Use Recovery Support,Organization 424,Harrison County,IN,47161,Male,55
3390,594,6/21/2022 11:08,Substance Use,Substance Use Recovery Support,Organization 424,Harrison County,IN,47161,Male,55
3390,594,6/8/2022 14:39,Substance Use,Substance Use Recovery Support,Organization 424,Harrison County,IN,47161,Male,55
3390,594,6/8/2022 13:35,Substance Use,Substance Use Recovery Support,Organization 424,Harrison County,IN,47161,Male,55
3393,821,6/10/2022 20:37,Benefits Navigation,Health Insurance/Benefits,Organization 424,,,,,
3460,341,6/16/2022 20:07,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 424,Clark County,IN,47130,Male,17
3554,314,6/28/2022 12:02,Mental/Behavioral Health,Psychiatric Services,Organization 424,Jackson County,IN,47274,Female,34
3554,314,6/28/2022 12:00,Mental/Behavioral Health,Individual Counseling,Organization 424,Jackson County,IN,47274,Female,34
3554,314,6/21/2022 11:19,Mental/Behavioral Health,Individual Counseling,Organization 424,Jackson County,IN,47274,Female,34
3554,314,6/21/2022 11:19,Mental/Behavioral Health,Individual Counseling,Organization 424,Jackson County,IN,47274,Female,34
3554,314,6/10/2022 15:26,Mental/Behavioral Health,Individual Counseling,Organization 424,Jackson County,IN,47274,Female,34
3554,314,6/10/2022 15:25,Mental/Behavioral Health,Individual Counseling,Organization 424,Jackson County,IN,47274,Female,34
3554,314,6/6/2022 12:04,Mental/Behavioral Health,Individual Counseling,Organization 424,Jackson County,IN,47274,Female,34
3554,314,6/6/2022 11:56,Individual & Family Support,Life Skills Training & Support,Organization 424,Jackson County,IN,47274,Female,34
3557,594,6/21/2022 11:08,Substance Use,Substance Use Recovery Support,Organization 424,Harrison County,IN,47161,Male,55
3557,594,6/21/2022 11:08,Substance Use,Substance Use Recovery Support,Organization 424,Harrison County,IN,47161,Male,55
3557,594,6/8/2022 14:39,Substance Use,Substance Use Recovery Support,Organization 424,Harrison County,IN,47161,Male,55
3557,594,6/8/2022 13:35,Substance Use,Substance Use Recovery Support,Organization 424,Harrison County,IN,47161,Male,55
3674,821,6/10/2022 20:37,Housing & Shelter,Permanent Housing,Organization 424,,,,,
2097,614,6/17/2022 16:23,,,Organization 428,Floyd County,,47150,Male,26
2115,614,6/17/2022 16:23,Housing & Shelter,Emergency Housing,Organization 428,Floyd County,,47150,Male,26
1851,544,6/21/2022 14:14,Education,Degrees/Certifications,Organization 429,Clark County,IN,47130,Male,40
2800,317,6/27/2022 21:37,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 434,Harrison County,IN,47112,Female,19
3100,858,6/9/2022 18:21,Utilities,Utility Bill Payment Assistance,Organization 434,Harrison County,IN,47161,Female,18
1509,328,6/27/2022 19:13,Utilities,Utility Bill Payment Assistance,Organization 437,Floyd County,IN,47150,Female,41
1521,317,6/10/2022 18:19,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Harrison County,IN,47112,Female,19
1575,322,6/27/2022 19:57,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Floyd County,IN,47150,Female,28
1629,326,6/27/2022 19:33,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Clark County,IN,47130,Female,29
1672,271,6/28/2022 15:44,Utilities,Utility Bill Payment Assistance,Organization 437,Floyd County,IN,47150,Male,48
1703,340,6/27/2022 18:36,Utilities,Utility Bill Payment Assistance,Organization 437,Floyd County,IN,47150,Female,26
1706,907,6/1/2022 17:47,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Floyd County,IN,47150,Male,58
1707,736,6/14/2022 18:24,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Clark County,IN,47130,Female,0
1765,324,6/27/2022 19:44,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Floyd County,IN,47150,Female,51
1776,32,6/28/2022 15:13,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Clark County,IN,47172,Male,59
1873,268,6/1/2022 19:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Floyd County,IN,47150,Male,27
1925,1076,6/2/2022 15:49,Utilities,Utility Bill Payment Assistance,Organization 437,Floyd County,IN,47150,Female,33
1975,987,6/6/2022 16:39,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Clark County,IN,47130,Female,60
1980,528,6/22/2022 17:24,Utilities,Utility Bill Payment Assistance,Organization 437,Clark County,IN,47129,Undisclosed,28
2019,279,6/28/2022 15:14,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Clark County,IN,47150,Female,61
2027,823,6/10/2022 19:36,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Floyd County,IN,47150,Male,63
2093,278,6/28/2022 15:14,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Clark County,IN,47130,Female,20
2119,690,6/15/2022 17:58,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Floyd County,IN,47150,Male,46
2122,527,6/22/2022 17:24,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Clark County,IN,47130,Male,24
2134,946,6/7/2022 16:23,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Harrison County,IN,47164,Female,28
2258,826,6/10/2022 18:41,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Floyd County,IN,47150,Female,37
2285,739,6/14/2022 18:16,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Clark County,IN,47130,Male,41
2317,29,6/28/2022 15:16,Food Assistance,Emergency Food,Organization 437,Floyd County,IN,47150,Male,46
2340,269,6/28/2022 15:55,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Floyd County,IN,47150,Female,22
2412,280,6/28/2022 15:13,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Clark County,IN,47130,Female,42
2488,745,6/14/2022 17:21,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Clark County,IN,47129,Female,48
2630,331,6/27/2022 18:55,Utilities,Utility Bill Payment Assistance,Organization 437,Floyd County,IN,47150,Female,41
2641,334,6/27/2022 18:49,Utilities,Utility Bill Payment Assistance,Organization 437,Floyd County,IN,47122,Female,42
2712,276,6/28/2022 15:30,Utilities,Utility Bill Payment Assistance,Organization 437,Floyd County,IN,47150,Female,25
2805,858,6/6/2022 16:43,Utilities,Utility Bill Payment Assistance,Organization 437,Harrison County,IN,47161,Female,18
2845,428,6/24/2022 14:16,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Floyd County,IN,47150,Female,20
2885,427,6/24/2022 14:27,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Clark County,IN,47130,Female,28
2897,270,6/28/2022 15:53,Utilities,Utility Bill Payment Assistance,Organization 437,Clark County,IN,47129,Female,48
3017,281,6/28/2022 15:12,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Clark County,IN,47129,Male,57
3121,988,6/6/2022 16:37,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Clark County,IN,47130,Female,46
3162,273,6/28/2022 15:38,Utilities,Utility Bill Payment Assistance,Organization 437,Clark County,IN,47130,Female,37
3244,738,6/14/2022 18:17,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Harrison County,IN,47164,Female,76
3291,323,6/27/2022 19:52,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Harrison County,IN,47112,Female,40
3329,426,6/24/2022 14:27,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Floyd County,IN,47150,Female,27
3402,325,6/27/2022 19:35,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Floyd County,IN,47150,Male,33
3411,735,6/14/2022 18:40,Utilities,Utility Bill Payment Assistance,Organization 437,Floyd County,IN,47150,Female,36
3460,341,6/23/2022 17:45,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Clark County,IN,47130,Male,17
3476,732,6/14/2022 18:49,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Harrison County,IN,47164,Female,24
3502,321,6/27/2022 19:59,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Floyd County,IN,47150,Female,32
3517,991,6/6/2022 16:02,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Floyd County,IN,47150,Female,43
3632,272,6/28/2022 15:41,Utilities,Utility Bill Payment Assistance,Organization 437,Floyd County,IN,47150,Female,41
3654,734,6/14/2022 18:48,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Clark County,IN,47111,Male,35
3692,1093,6/1/2022 17:42,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 437,Harrison County,IN,47112,Female,33
1985,916,6/6/2022 17:17,Clothing & Household Goods,,Organization 439,Jefferson County,KY,40219,Male,63
3027,885,6/9/2022 7:19,Money Management,Financial Counseling,Organization 44,Jefferson County,KY,40220,Female,40
3238,1014,6/3/2022 18:42,Money Management,Financial Counseling,Organization 44,Jefferson County,KY,40218,Male,52
1555,545,6/22/2022 13:02,Employment,Job Search/Placement,Organization 445,Floyd County,IN,47150,Female,25
1614,279,5/19/2022 20:31,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 445,Clark County,IN,47150,Female,61
1614,279,5/19/2022 20:31,,,Organization 445,Clark County,IN,47150,Female,61
1651,1029,6/1/2022 17:48,Food Assistance,Emergency Food,Organization 445,Clark County,IN,47129,Female,35
1851,544,6/22/2022 13:02,Education,Degrees/Certifications,Organization 445,Clark County,IN,47130,Male,40
1976,763,6/3/2022 18:06,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 445,Floyd County,IN,47119,Female,48
1976,763,6/3/2022 18:06,,,Organization 445,Floyd County,IN,47119,Female,48
2071,279,5/12/2022 18:48,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 445,Clark County,IN,47150,Female,61
2071,279,5/12/2022 18:48,,,Organization 445,Clark County,IN,47150,Female,61
2130,57,6/14/2022 13:28,Employment,Job Search/Placement,Organization 445,Floyd County,IN,47150,Female,33
2225,638,4/6/2022 14:52,,,Organization 445,Clark County,IN,40210,Female,46
2309,247,6/16/2022 18:09,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 445,Clark County,IN,47130,Female,54
2380,641,5/16/2022 20:02,,,Organization 445,Clark County,IN,47130,Female,28
2570,733,6/14/2022 18:49,Education,Educational Support Services,Organization 445,Floyd County,IN,47150,Male,29
2609,1026,6/3/2022 16:23,Utilities,Home Energy/Utilities Benefits,Organization 445,,,,,
2654,247,6/13/2022 18:44,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 445,Clark County,IN,47130,Female,54
2654,247,6/13/2022 18:44,,,Organization 445,Clark County,IN,47130,Female,54
2674,247,1/19/2022 20:39,Utilities,Utility Bill Payment Assistance,Organization 445,Clark County,IN,47130,Female,54
3074,535,6/22/2022 14:18,Housing & Shelter,Emergency Housing,Organization 445,,IN,47129,Male,44
3105,1026,6/3/2022 16:24,Food Assistance,Emergency Food,Organization 445,,,,,
3430,461,6/16/2022 14:35,Utilities,Utility Bill Payment Assistance,Organization 445,Clark County,IN,47130,Male,53
3430,461,6/16/2022 14:35,Utilities,Utility Bill Payment Assistance,Organization 445,Clark County,IN,47130,Male,53
3461,763,6/13/2022 18:49,Utilities,Utility Bill Payment Assistance,Organization 445,Floyd County,IN,47119,Female,48
1564,693,6/15/2022 16:50,Benefits Navigation,Health Insurance/Benefits,Organization 451,Bullitt County,KY,40129-0035,Male,54
1686,746,6/2/2022 21:33,Benefits Navigation,Immigration Services,Organization 451,Jefferson County,KY,,Female,49
2002,315,6/2/2022 14:53,Benefits Navigation,Health Insurance/Benefits,Organization 451,Jefferson County,KY,40223,Male,0
2302,746,6/2/2022 21:33,Food Assistance,Emergency Food,Organization 451,Jefferson County,KY,,Female,49
2719,746,6/2/2022 21:33,Housing & Shelter,Permanent Housing,Organization 451,Jefferson County,KY,,Female,49
2816,497,6/23/2022 14:20,,,Organization 451,Oldham County,KY,40056,Female,66
2976,1089,6/1/2022 18:41,Benefits Navigation,Health Insurance/Benefits,Organization 451,Oldham County,KY,40056,Female,30
3001,746,6/2/2022 21:33,,,Organization 451,Jefferson County,KY,,Female,49
3182,746,6/2/2022 21:33,,,Organization 451,Jefferson County,KY,,Female,49
3260,1078,6/2/2022 14:56,Benefits Navigation,Health Insurance/Benefits,Organization 451,Jefferson County,KY,40242,Male,45
1834,692,6/15/2022 16:50,Benefits Navigation,Health Insurance/Benefits,Organization 451,Bullitt County,,40165,Undisclosed,28
1810,538,6/20/2022 17:49,,,Organization 452,Jefferson County,KY,40291,Female,63
2051,538,6/20/2022 17:49,,,Organization 452,Jefferson County,KY,40291,Female,63
2565,538,6/20/2022 17:49,,,Organization 452,Jefferson County,KY,40291,Female,63
2758,365,6/27/2022 15:01,Employment,Job Search/Placement,Organization 452,Madison County,KY,40403,Female,55
3216,538,6/20/2022 17:49,,,Organization 452,Jefferson County,KY,40291,Female,63
1506,794,6/13/2022 17:33,Wellness,Wellness Expense Assistance,Organization 453,Laurel County,KY,40741,Female,50
1515,487,5/24/2022 18:06,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 453,Franklin County,KY,40601,Female,22
